Transaction_ID,Transaction_date,Gender,Age,Marital_status,State_names,Referal,Employees_status,Payment_method,Segment,Amount_spent
151815,7/23/2019,Male,68,Single,Michigan,1,workers,PayPal,Basic,104.54
151816,7/23/2019,Male,43,Married,South Dakota,1,self-employed,Other,Basic,2527.24
151817,7/24/2019,Male,64,Married,Idaho,1,workers,PayPal,Silver,1935.35
151818,7/25/2019,Female,46,Single,Missouri,0,Unemployment,Card,Basic,129.95
151819,7/25/2019,Male,75,Married,Delaware,1,self-employed,Card,Silver,129.95
151820,7/25/2019,Female,41,Single,Hawaii,1,self-employed,PayPal,Basic,2623.07
151821,7/25/2019,Female,77,Single,Utah,1,workers,Other,Gold,1902.46
151822,7/25/2019,Female,38,Single,New Hampshire,1,self-employed,PayPal,Gold,1873.51
151823,7/26/2019,Female,50,Married,Vermont,1,workers,Other,Gold,1349.31
151824,7/26/2019,Male,46,Married,Ohio,1,workers,Card,Platinum,2081.86
151825,7/27/2019,Male,64,Married,Louisiana,0,workers,Card,Platinum,841.44
151826,7/27/2019,Male,67,Single,Nebraska,0,workers,PayPal,Gold,841.44
151827,7/28/2019,Male,62,Single,Oregon,0,workers,Other,Platinum,767.69
151828,7/28/2019,Female,69,Married,Oregon,1,Employees,Other,Basic,306.16
151829,7/28/2019,Female,59,Married,Maryland,0,self-employed,PayPal,Basic,533.64
151830,7/28/2019,Female,39,Married,Montana,0,Unemployment,Other,Platinum,696.84
151831,7/29/2019,Male,40,Married,Florida,1,workers,PayPal,Platinum,696.84
151832,7/29/2019,Male,75,Single,Michigan,0,workers,PayPal,Basic,169.82
151833,7/29/2019,Male,40,Married,South Dakota,1,self-employed,PayPal,Basic,169.82
151834,7/29/2019,Male,54,Married,Hawaii,0,workers,Other,Basic,1208.94
151835,7/29/2019,Male,45,Married,Tennessee,1,Employees,PayPal,Missing,117.56
151836,7/29/2019,Female,36,Married,Washington,1,workers,Card,Silver,2055.39
151837,7/30/2019,Male,40,Single,Illinois,1,Unemployment,PayPal,Basic,1160.65
151838,7/30/2019,Female,68,Married,Arkansas,1,workers,PayPal,Silver,1044.78
151839,7/30/2019,Male,55,Single,Connecticut,1,workers,Other,Gold,2776.96
151840,7/31/2019,Male,32,Single,Arizona,0,Unemployment,PayPal,Silver,762.74
151841,7/31/2019,Female,72,Single,New Mexico,1,self-employed,PayPal,Basic,1717.11
151842,8/1/2019,Female,62,Single,Minnesota,1,Unemployment,Other,Platinum,1650.65
151843,8/1/2019,Male,55,Married,Pennsylvania,1,Unemployment,Other,Basic,2917.55
151844,8/2/2019,Male,18,Single,Michigan,0,self-employed,PayPal,Missing,1689.33
151845,8/2/2019,Female,33,Single,Vermont,1,workers,PayPal,Platinum,436.52
151846,8/2/2019,Male,53,Married,Oklahoma,0,Employees,PayPal,Silver,279.19
151847,8/3/2019,Male,61,Single,Hawaii,1,workers,Other,Basic,2863.09
151848,8/3/2019,Female,15,Married,Tennessee,1,self-employed,PayPal,Platinum,1921.83
151849,8/5/2019,Male,24,Married,Rhode Island,1,workers,Card,Basic,1157.79
151850,8/5/2019,Male,73,Single,New York,0,Employees,PayPal,Silver,1157.79
151851,8/5/2019,Female,24,Married,North Dakota,0,Employees,PayPal,Silver,1802.33
151852,8/5/2019,Female,35,Married,Connecticut,0,Employees,PayPal,Gold,702.87
151853,8/5/2019,Female,65,Married,Arizona,0,workers,PayPal,Platinum,1534.1
151854,8/5/2019,Female,35,Single,Indiana,1,Unemployment,PayPal,Missing,1357.68
151855,8/6/2019,Male,22,Married,Michigan,0,Employees,PayPal,Gold,2960.52
151856,8/6/2019,Male,15,Married,Florida,1,Employees,Other,Basic,756.95
151857,8/6/2019,Female,65,Married,West Virginia,1,workers,PayPal,Basic,264.74
151858,8/7/2019,Male,65,Single,North Carolina,0,self-employed,PayPal,Missing,1759.15
151859,8/7/2019,Male,63,Married,Massachusetts,1,self-employed,PayPal,Gold,2487.49
151860,8/8/2019,Female,47,Single,Arizona,1,Employees,Card,Basic,677.54
151861,8/8/2019,Male,38,Married,South Dakota,0,Employees,PayPal,Platinum,501.86
151862,8/8/2019,Male,42,Married,Minnesota,0,workers,Card,Platinum,501.86
151863,8/8/2019,Female,16,Single,New York,1,Employees,PayPal,Silver,1297.29
151864,8/8/2019,Female,57,Single,Massachusetts,0,Employees,PayPal,Basic,697.55
151865,8/8/2019,Female,55,Married,New Mexico,1,workers,Other,Basic,1121.06
151866,8/8/2019,Female,55,Single,North Carolina,1,workers,Other,Missing,391.88
151867,8/9/2019,Male,28,Single,Utah,1,Unemployment,PayPal,Platinum,945.26
151868,8/10/2019,Male,37,Married,Montana,1,Employees,Other,Basic,397.91
151869,8/10/2019,Male,35,Married,Texas,0,Unemployment,Card,Basic,2917.04
151870,8/10/2019,Female,26,Single,Florida,1,workers,PayPal,Basic,938.74
151871,8/10/2019,Female,63,Married,South Dakota,1,workers,Other,Gold,675.06
151872,8/11/2019,Male,78,Married,New Mexico,0,Employees,Card,Basic,1020.2
151873,8/12/2019,Female,56,Single,Nebraska,1,self-employed,Other,Basic,158.6
151874,8/12/2019,Female,53,Married,Washington,1,workers,PayPal,Platinum,218.06
151875,8/12/2019,Male,34,Married,Wisconsin,0,workers,Card,Basic,2814.33
151876,8/12/2019,Female,69,Married,Pennsylvania,1,Unemployment,PayPal,Basic,101.23
151877,8/13/2019,Male,30,Single,Alaska,0,Employees,Card,Basic,1875.29
151878,8/14/2019,Female,31,Single,Kansas,0,self-employed,PayPal,Platinum,875.04
151879,8/14/2019,Male,57,Married,West Virginia,0,Employees,PayPal,Platinum,148.88
151880,8/14/2019,Male,55,Single,New Mexico,1,Employees,PayPal,Basic,149.88
151881,8/14/2019,Male,76,Married,Arizona,1,Unemployment,PayPal,Basic,150.88
151882,8/14/2019,Male,31,Single,Maine,0,self-employed,Other,Basic,216.26
151883,8/14/2019,Female,33,Single,Georgia,1,Employees,PayPal,Platinum,191.01
151884,8/14/2019,Male,40,Married,Wyoming,1,workers,Other,Silver,192.01
151885,8/14/2019,Female,50,Single,Wyoming,1,Employees,Card,Gold,159.32
151886,8/15/2019,Male,26,Single,Montana,0,workers,PayPal,Gold,1150.77
151887,8/15/2019,Male,31,Single,South Dakota,1,workers,PayPal,Platinum,1124.26
151888,8/15/2019,Female,40,Single,Mississippi,0,self-employed,Other,Basic,106.73
151889,8/15/2019,Male,67,Single,Mississippi,1,workers,Other,Basic,947.92
151890,8/15/2019,Male,34,Married,South Dakota,1,self-employed,Other,Missing,182.09
151891,8/16/2019,Male,56,Married,Idaho,0,Employees,Other,Basic,408.06
151892,8/16/2019,Female,34,Married,New Mexico,1,self-employed,Card,Platinum,1589.97
151893,8/16/2019,Male,48,Married,Missouri,1,workers,Card,Gold,2971.3
151894,8/17/2019,Female,40,Married,North Carolina,1,workers,Other,Silver,1651.4
151895,8/17/2019,Female,50,Single,Washington,1,self-employed,Other,Basic,1651.4
151896,8/17/2019,Female,75,Married,Alaska,0,Employees,PayPal,Gold,2615.89
151897,8/17/2019,Female,57,Married,Oregon,1,Employees,Card,Silver,1872.97
151898,8/17/2019,Male,27,Single,Utah,0,self-employed,PayPal,Basic,1137.22
151899,8/18/2019,Male,40,Married,Massachusetts,1,Unemployment,PayPal,Gold,2705.93
151900,8/18/2019,Male,43,Married,Texas,1,Unemployment,Card,Silver,604.11
151901,8/19/2019,Male,72,Single,New York,0,Unemployment,Card,Silver,1488.16
151902,8/20/2019,Female,68,Single,Oregon,0,self-employed,PayPal,Basic,1489.16
151903,8/20/2019,Female,35,Married,Rhode Island,1,Employees,Other,Gold,2032.63
151904,8/20/2019,Female,37,Married,Arkansas,1,Unemployment,PayPal,Gold,887.97
151905,8/21/2019,Male,19,Married,Oklahoma,1,Employees,PayPal,Silver,725.91
151906,8/22/2019,Male,66,Married,Iowa,0,self-employed,Other,Basic,588.61
151907,8/22/2019,Male,43,Married,Virginia,1,self-employed,Card,Silver,42.98
151908,8/23/2019,Male,19,Married,Nevada,1,Employees,Other,Gold,1895.93
151909,8/23/2019,Male,18,Married,New Hampshire,1,Employees,PayPal,Platinum,1895.93
151910,8/23/2019,Female,31,Single,Illinois,1,workers,PayPal,Silver,1322.08
151911,8/23/2019,Male,40,Single,Washington,1,workers,PayPal,Silver,182.35
151912,8/24/2019,Female,37,Married,New Mexico,1,Unemployment,Other,Basic,287.77
151913,8/24/2019,Male,73,Married,Iowa,1,workers,PayPal,Basic,1106.89
151914,8/24/2019,Male,29,Married,Maine,0,self-employed,Card,Basic,1295.42
151915,8/25/2019,Female,42,Single,West Virginia,0,self-employed,Card,Gold,608.33
151916,8/25/2019,Female,53,Married,Oregon,1,workers,PayPal,Basic,639.25
151917,8/25/2019,Male,15,Single,New Jersey,1,self-employed,PayPal,Silver,1417.01
151918,8/25/2019,Male,58,Married,Maine,1,self-employed,Other,Basic,2536.59
151919,8/25/2019,Female,74,Married,Georgia,1,workers,PayPal,Basic,861.93
151920,8/26/2019,Male,43,Married,Indiana,1,Employees,Card,Basic,1239.91
151921,8/26/2019,Male,38,Married,Texas,1,Unemployment,PayPal,Basic,1239.91
151922,8/26/2019,Female,45,Single,Ohio,0,Employees,Other,Basic,1954.97
151923,8/27/2019,Male,45,Married,Louisiana,0,Employees,Other,Basic,1671.72
151924,8/27/2019,Male,63,Married,Minnesota,1,Employees,Card,Silver,1142.52
151925,8/27/2019,Female,56,Single,Georgia,1,workers,PayPal,Basic,1567.64
151926,8/28/2019,Female,62,Married,Kentucky,1,self-employed,PayPal,Platinum,1326.95
151927,8/28/2019,Female,39,Married,Kansas,0,Employees,PayPal,Basic,1327.95
151928,8/28/2019,Female,35,Married,Nevada,0,self-employed,PayPal,Gold,1328.95
151929,8/29/2019,Male,25,Married,Idaho,1,self-employed,Other,Silver,2568.34
151930,8/30/2019,Male,25,Single,Colorado,1,workers,PayPal,Platinum,1198.81
151931,8/30/2019,Female,44,Single,Illinois,1,Employees,Card,Basic,2996.82
151932,8/30/2019,Male,22,Married,California,1,workers,PayPal,Basic,1510.28
151933,8/30/2019,Male,49,Single,Connecticut,0,self-employed,PayPal,Silver,896.07
151934,8/30/2019,Female,54,Single,Minnesota,0,self-employed,PayPal,Basic,227.66
151935,8/31/2019,Male,16,Married,South Dakota,1,Unemployment,Card,Basic,227.66
151936,9/1/2019,Male,54,Single,Kentucky,1,workers,PayPal,Basic,2654.79
151937,9/1/2019,Female,39,Single,New York,1,workers,PayPal,Missing,1426.26
151938,9/1/2019,Female,33,Married,Alaska,1,workers,PayPal,Basic,664.37
151939,9/1/2019,Female,56,Single,New Hampshire,1,Employees,Card,Basic,1049.31
151940,9/2/2019,Female,41,Married,South Carolina,0,workers,PayPal,Platinum,1049.31
151941,9/2/2019,Male,63,Married,Louisiana,0,self-employed,PayPal,Basic,383.85
151942,9/2/2019,Male,72,Single,Arizona,1,workers,Card,Missing,540.38
151943,9/2/2019,Male,33,Single,Pennsylvania,0,Employees,Other,Basic,1431.32
151944,9/3/2019,Female,78,Married,New Hampshire,1,self-employed,PayPal,Basic,2966.31
151945,9/3/2019,Female,24,Single,Iowa,1,Employees,Other,Platinum,2966.31
151946,9/4/2019,Male,40,Married,Louisiana,1,workers,Other,Basic,326.44
151947,9/4/2019,Female,36,Married,Louisiana,0,Employees,PayPal,Silver,681.16
151948,9/5/2019,Female,24,Married,Arizona,1,workers,PayPal,Platinum,1486.56
151949,9/5/2019,Male,78,Married,California,1,workers,PayPal,Basic,1106.53
151950,9/6/2019,Female,36,Married,West Virginia,0,Employees,PayPal,Basic,2540.97
151951,9/6/2019,Male,66,Married,South Carolina,1,Employees,Other,Silver,696.5
151952,9/7/2019,Female,59,Married,New Mexico,1,Employees,Other,Basic,1062.47
151953,9/8/2019,Male,44,Single,Wyoming,0,self-employed,PayPal,Basic,2960.98
151954,9/8/2019,Male,66,Single,Nebraska,1,workers,PayPal,Basic,81.37
151955,9/8/2019,Male,18,Married,Vermont,0,workers,PayPal,Gold,1521.84
151956,9/8/2019,Male,53,Married,Indiana,1,self-employed,Other,Basic,2070.51
151957,9/8/2019,Female,43,Married,Idaho,1,Employees,PayPal,Gold,2619.18
151958,9/8/2019,Male,72,Single,Rhode Island,1,Employees,PayPal,Silver,3167.85
151959,9/10/2019,Female,62,Married,New York,1,workers,PayPal,Missing,1804.6
151960,9/11/2019,Male,35,Single,Louisiana,1,workers,Other,Silver,441.35
151961,9/12/2019,Male,18,Married,Ohio,0,Employees,PayPal,Basic,1733.78
151962,9/12/2019,Female,27,Single,Kentucky,1,Employees,Card,Platinum,3026.21
151963,9/12/2019,Male,59,Married,California,0,workers,Card,Missing,880.28
151964,9/13/2019,Male,36,Married,Colorado,1,Employees,PayPal,Silver,1276.2
151965,9/13/2019,Male,65,Married,South Carolina,0,workers,Card,Platinum,56.63
151966,9/13/2019,Female,50,Married,Arkansas,1,Employees,PayPal,Silver,393.8
151967,9/14/2019,Male,24,Single,North Dakota,1,workers,PayPal,Basic,2902.97
151968,9/14/2019,Female,71,Married,Idaho,1,workers,Card,Basic,1657.33
151969,9/14/2019,Female,36,Single,New York,0,Employees,Other,Basic,2018.28
151970,9/14/2019,Female,46,Single,Maine,1,Employees,Card,Basic,1031.63
151971,9/15/2019,Female,55,Single,Missouri,1,workers,PayPal,Platinum,779.96
151972,9/15/2019,Male,52,Single,Colorado,1,Employees,Other,Basic,1868.24
151973,9/15/2019,Male,29,Married,Rhode Island,1,self-employed,PayPal,Missing,2513.36
151974,9/16/2019,Male,32,Single,Arkansas,1,Employees,PayPal,Basic,2733
151975,9/16/2019,Male,66,Single,Indiana,1,workers,PayPal,Basic,435.3
151976,9/16/2019,Female,71,Single,Oregon,1,Employees,PayPal,Platinum,1188.81
151977,9/17/2019,Female,17,Married,West Virginia,1,self-employed,PayPal,Basic,1746.63
151978,9/18/2019,Female,37,Single,Wyoming,0,self-employed,PayPal,Silver,1833.14
151979,9/18/2019,Male,34,Married,New Jersey,1,Unemployment,PayPal,Platinum,1919.65
151980,9/19/2019,Male,48,Married,Connecticut,1,workers,PayPal,Basic,1068.9
151981,9/19/2019,Male,56,Single,Maine,1,Employees,PayPal,Gold,2687.66
151982,9/19/2019,Male,61,Married,Missouri,1,workers,PayPal,Basic,623.55
151983,9/20/2019,Male,28,Married,Virginia,1,self-employed,PayPal,Platinum,498.27
151984,9/20/2019,Female,54,Married,Utah,1,workers,Card,Gold,243.97
151985,9/20/2019,Male,76,Married,Michigan,1,Employees,Card,Gold,539.1
151986,9/20/2019,Female,75,Married,Tennessee,0,self-employed,Other,Missing,333.9
151987,9/21/2019,Male,74,Married,Massachusetts,1,Employees,Other,Basic,68.46
151988,9/22/2019,Male,69,Single,Georgia,1,Employees,PayPal,Missing,294.04
151989,9/22/2019,Female,52,Married,Indiana,0,Employees,PayPal,Silver,675.01
151990,9/23/2019,Female,33,Single,Wisconsin,1,self-employed,PayPal,Platinum,1809.6
151991,9/23/2019,Male,33,Married,Wisconsin,0,workers,Card,Gold,1085.15
151992,9/23/2019,Male,35,Married,California,0,Unemployment,Card,Basic,564.27
151993,9/23/2019,Female,60,Married,California,1,Employees,Card,Silver,2407.99
151994,9/23/2019,Male,33,Married,Alabama,1,workers,PayPal,Basic,4251.71
151995,9/24/2019,Male,32,Married,Nevada,0,self-employed,PayPal,Silver,2842.61
151996,9/24/2019,Female,20,Single,Virginia,1,Employees,PayPal,Basic,234.15
151997,9/24/2019,Male,69,Single,Arizona,1,workers,PayPal,Basic,195.25
151998,9/25/2019,Male,30,Married,Michigan,1,self-employed,Other,Basic,490.23
151999,9/25/2019,Female,34,Single,Arkansas,1,self-employed,Card,Platinum,636.89
152000,9/25/2019,Female,40,Married,Hawaii,1,Employees,PayPal,Silver,1931.67
152001,9/25/2019,Female,37,Married,Tennessee,0,Employees,Card,Silver,1948.66
152002,9/25/2019,Female,22,Single,South Dakota,0,Employees,Card,Gold,2007.54
152003,9/25/2019,Male,26,Married,West Virginia,1,self-employed,Card,Missing,2020.07
152004,9/25/2019,Male,43,Single,Idaho,1,Employees,PayPal,Gold,1227.65
152005,9/26/2019,Female,39,Married,Massachusetts,0,workers,PayPal,Silver,2010.7
152006,9/27/2019,Male,46,Single,Washington,1,Employees,Card,Gold,553.18
152007,9/27/2019,Male,31,Single,Oregon,1,self-employed,Card,Silver,2584.24
152008,9/28/2019,Female,70,Single,Kentucky,1,self-employed,Card,Silver,1503.63
152009,9/28/2019,Male,72,Single,New Mexico,1,workers,PayPal,Basic,361.19
152010,9/28/2019,Male,67,Married,Tennessee,0,workers,Card,Silver,2918.71
152011,9/29/2019,Female,78,Single,Idaho,1,workers,PayPal,Platinum,1421.55
152012,9/30/2019,Female,45,Married,Missouri,0,Employees,Other,Gold,2627.51
152013,9/30/2019,Female,30,Married,Mississippi,1,Employees,PayPal,Basic,532.29
152014,9/30/2019,Female,44,Married,Mississippi,1,Employees,Other,Gold,1250.55
152015,9/30/2019,Male,77,Married,New York,1,workers,Card,Platinum,1968.81
152016,9/30/2019,Male,26,Single,Arizona,1,workers,PayPal,Basic,1799.49
152017,10/1/2019,Male,59,Single,Virginia,1,workers,Other,Platinum,235.99
152018,10/1/2019,Female,28,Married,California,1,workers,Card,Gold,1887.3
152019,10/1/2019,Female,53,Single,Alabama,1,Employees,PayPal,Basic,114.85
152020,10/1/2019,Male,47,Married,Texas,1,Employees,PayPal,Basic,1679.77
152021,10/1/2019,Female,41,Married,South Carolina,0,workers,Card,Basic,486.79
152022,10/1/2019,Female,73,Married,Tennessee,1,workers,Other,Basic,663.83
152023,10/1/2019,Male,48,Single,West Virginia,1,Employees,Other,Platinum,44.75
152024,10/1/2019,Female,71,Single,Connecticut,1,Employees,Other,Basic,2640.15
152025,10/1/2019,Male,51,Single,Massachusetts,1,Unemployment,Card,Missing,5235.55
152026,10/2/2019,Female,69,Married,Maryland,0,Employees,PayPal,Basic,1121.33
152027,10/2/2019,Male,20,Single,Colorado,1,Employees,PayPal,Basic,910.33
152028,10/2/2019,Male,41,Married,Arkansas,1,Employees,PayPal,Missing,56.13
152029,10/2/2019,Male,55,Married,North Carolina,1,Employees,Card,Silver,1828.98
152030,10/3/2019,Male,37,Married,New Mexico,0,workers,Card,Basic,1122.19
152031,10/3/2019,Female,34,Single,Arkansas,1,self-employed,PayPal,Gold,72.69
152032,10/4/2019,Male,28,Single,Nevada,1,Employees,Card,Basic,1286.07
152033,10/5/2019,Female,63,Married,New Mexico,1,Employees,Card,Gold,1913.23
152034,10/5/2019,Male,30,Single,New Jersey,0,workers,Other,Basic,1513.31
152035,10/5/2019,Male,24,Married,Nebraska,1,workers,Card,Basic,1083.55
152036,10/6/2019,Female,62,Married,North Dakota,0,workers,PayPal,Basic,1724.57
152037,10/6/2019,Male,57,Married,Oregon,1,workers,PayPal,Basic,882.42
152038,10/7/2019,Male,51,Single,North Carolina,1,Employees,Card,Platinum,2567.73
152039,10/8/2019,Male,55,Single,North Dakota,1,Employees,Card,Silver,719.14
152040,10/8/2019,Female,63,Married,Maine,0,workers,PayPal,Basic,1908.42
152041,10/8/2019,Male,19,Single,Washington,1,workers,Card,Basic,1283.18
152042,10/8/2019,Female,16,Married,Virginia,0,workers,PayPal,Silver,1141.17
152043,10/8/2019,Female,55,Married,Ohio,1,self-employed,Other,Basic,2864.12
152044,10/9/2019,Female,47,Single,Alaska,1,Employees,PayPal,Basic,1094.78
152045,10/9/2019,Female,43,Single,Illinois,1,Employees,Other,Silver,1494.24
152046,10/9/2019,Male,54,Married,Delaware,1,Employees,Other,Basic,2557.92
152047,10/10/2019,Male,63,Married,Alabama,1,self-employed,PayPal,Basic,2876.36
152048,10/10/2019,Male,26,Single,Maryland,1,Unemployment,PayPal,Silver,5.55
152049,10/10/2019,Male,59,Single,Louisiana,0,Employees,Card,Basic,696.61
152050,10/10/2019,Female,56,Married,Kentucky,1,workers,Card,Gold,281.847
152051,10/10/2019,Female,36,Married,Mississippi,1,self-employed,Other,Basic,1824.67
152052,10/11/2019,Female,78,Married,California,1,workers,PayPal,Gold,1493.76
152053,10/11/2019,Male,41,Married,Oklahoma,0,workers,PayPal,Basic,568.27
152054,10/11/2019,Male,49,Married,Vermont,1,Employees,PayPal,Basic,2904.15
152055,10/12/2019,Male,21,Single,Georgia,1,Employees,Card,Basic,34.43
152056,10/12/2019,Male,75,Single,North Dakota,1,workers,Card,Platinum,2068.44
152057,10/12/2019,Male,32,Single,Wisconsin,1,self-employed,Card,Gold,2609.7
152058,10/12/2019,Female,70,Single,California,1,self-employed,Other,Missing,534.76
152059,10/12/2019,Male,75,Married,Nebraska,0,self-employed,Other,Missing,2645.93
152060,10/12/2019,Female,64,Married,Arizona,1,workers,PayPal,Basic,74.93
152061,10/12/2019,Male,49,Married,Rhode Island,0,Employees,Other,Silver,2624
152062,10/13/2019,Male,56,Married,Michigan,0,Employees,Card,Silver,2086
152063,10/13/2019,Female,72,Single,North Dakota,1,workers,Card,Basic,1357.6
152064,10/13/2019,Female,38,Married,Minnesota,0,Employees,PayPal,Missing,1777.31
152065,10/14/2019,Male,40,Single,Arizona,1,self-employed,Other,Gold,2513.75
152066,10/14/2019,Male,26,Married,Florida,0,workers,PayPal,Missing,2705.36
152067,10/14/2019,Female,42,Single,Alabama,0,Employees,Other,Basic,1691.62
152068,10/15/2019,Male,65,Single,West Virginia,0,workers,Card,Missing,1840.03
152069,10/15/2019,Male,46,Single,Michigan,0,Unemployment,Card,Platinum,2051.18
152070,10/15/2019,Female,51,Married,Alabama,1,self-employed,Other,Platinum,1367.77
152071,10/16/2019,Male,71,Single,Alaska,0,Employees,Other,Basic,768.38
152072,10/16/2019,Male,39,Single,Maine,1,workers,Other,Silver,532.25
152073,10/16/2019,Female,75,Single,Iowa,0,workers,PayPal,Platinum,1639.73
152074,10/16/2019,Female,59,Married,Delaware,0,workers,Other,Basic,2466.37
152075,10/16/2019,Female,27,Single,Delaware,1,Employees,PayPal,Basic,936.39
152076,10/16/2019,Female,36,Single,Kansas,0,Unemployment,Card,Basic,2744.96
152077,10/16/2019,Male,44,Single,Rhode Island,1,Employees,Card,Platinum,1595.06
152078,10/16/2019,Male,24,Married,Wyoming,1,Unemployment,PayPal,Basic,566.58
152079,10/17/2019,Female,35,Married,North Dakota,0,Employees,Card,Silver,895.915
152080,10/17/2019,Male,75,Married,Louisiana,1,workers,Other,Platinum,429.08
152081,10/18/2019,Male,40,Single,Mississippi,0,Unemployment,Other,Basic,1462.02
152082,10/18/2019,Female,42,Married,Maine,1,Employees,Card,Basic,39.84
152083,10/18/2019,Male,64,Single,Minnesota,1,workers,Other,Silver,1734.67
152084,10/18/2019,Male,26,Single,Massachusetts,1,self-employed,Card,Gold,297.61
152085,10/18/2019,Female,21,Single,Wyoming,1,workers,Other,Basic,492.74
152086,10/19/2019,Female,63,Single,Delaware,1,workers,PayPal,Silver,872.01
152087,10/19/2019,Female,21,Married,Wisconsin,1,self-employed,Card,Platinum,417.6
152088,10/19/2019,Female,46,Single,Arkansas,1,workers,PayPal,Silver,1430.93
152089,10/19/2019,Male,53,Married,Tennessee,0,self-employed,Card,Basic,1393.36
152090,10/19/2019,Male,45,Single,Georgia,1,workers,Card,Platinum,341.39
152091,10/20/2019,Male,61,Single,Louisiana,0,Employees,PayPal,Basic,901.66
152092,10/20/2019,Female,78,Single,Vermont,0,workers,PayPal,Basic,192.77
152093,10/20/2019,Female,73,Married,South Dakota,1,Unemployment,PayPal,Platinum,1713.58
152094,10/21/2019,Male,17,Single,Minnesota,1,Employees,Card,Platinum,99.77
152095,10/21/2019,Female,68,Married,New York,1,workers,PayPal,Basic,575.7066667
152096,10/21/2019,Female,65,Single,Louisiana,0,Employees,PayPal,Gold,1208.88
152097,10/21/2019,Male,22,Married,Wisconsin,0,workers,PayPal,Basic,471.95
152098,10/22/2019,Female,43,Single,West Virginia,1,workers,PayPal,Basic,2065.03
152099,10/22/2019,Male,16,Single,Connecticut,0,self-employed,PayPal,Basic,1644.06
152100,10/23/2019,Female,51,Married,Ohio,1,Unemployment,PayPal,Basic,678.47
152101,10/23/2019,Male,50,Married,Colorado,1,Employees,PayPal,Basic,1412.72
152102,10/24/2019,Male,59,Married,Minnesota,1,self-employed,Card,Platinum,2053.25
152103,10/24/2019,Male,35,Married,Wisconsin,0,self-employed,PayPal,Basic,976.02
152104,10/25/2019,Male,33,Married,Oklahoma,0,workers,PayPal,Basic,1681.59
152105,10/25/2019,Female,28,Married,Utah,1,Employees,Card,Basic,975.11
152106,10/26/2019,Male,53,Single,Florida,1,Employees,PayPal,Basic,268.63
152107,10/26/2019,Female,42,Married,Iowa,0,Unemployment,Other,Gold,1425.99
152108,10/27/2019,Male,72,Single,New Hampshire,1,workers,Card,Silver,1822.43
152109,10/28/2019,Male,67,Single,Colorado,1,Unemployment,Card,Gold,577.53
152110,10/28/2019,Female,69,Married,Florida,0,Employees,Other,Basic,2649.13
152111,10/28/2019,Male,31,Single,New Hampshire,1,Employees,Other,Basic,1479.67
152112,10/28/2019,Male,52,Single,Georgia,1,workers,PayPal,Basic,1894.89
152113,10/29/2019,Male,75,Married,Hawaii,1,Employees,PayPal,Platinum,1687.41
152114,10/29/2019,Female,51,Single,West Virginia,0,Unemployment,Card,Platinum,522.04
152115,10/29/2019,Male,49,Single,Rhode Island,0,Employees,PayPal,Silver,1579.61
152116,10/29/2019,Female,18,Single,Illinois,0,self-employed,PayPal,Basic,2939.09
152117,10/29/2019,Female,61,Married,New Jersey,0,workers,Other,Missing,1957.04
152118,10/29/2019,Female,66,Single,New Jersey,0,Unemployment,Other,Silver,1095.15
152119,10/29/2019,Female,47,Married,North Dakota,1,Unemployment,Other,Basic,1208.12
152120,11/1/2019,Male,45,Single,Massachusetts,0,workers,Other,Silver,149.78
152121,11/1/2019,Male,26,Single,Kentucky,1,workers,Card,Basic,308.26
152122,11/1/2019,Male,53,Married,Iowa,1,Employees,Card,Silver,1901.61
152123,11/2/2019,Male,35,Married,Minnesota,1,workers,Card,Missing,1713.07
152124,11/2/2019,Female,41,Married,Minnesota,1,Employees,PayPal,Basic,199.6
152125,11/2/2019,Female,31,Married,Arkansas,1,Employees,Card,Gold,747.96
152126,11/3/2019,Female,57,Single,Massachusetts,0,workers,Other,Platinum,2874.22
152127,11/4/2019,Male,32,Married,Pennsylvania,1,Employees,PayPal,Platinum,388.15
152128,11/4/2019,Male,22,Single,South Carolina,0,self-employed,Card,Gold,2690.07
152129,11/4/2019,Male,47,Married,Florida,0,Employees,Other,Gold,1655.82
152130,11/5/2019,Male,18,Married,Virginia,1,Employees,PayPal,Silver,2683.09
152131,11/6/2019,Male,77,Single,Wisconsin,1,self-employed,Other,Basic,2978.08
152132,11/6/2019,Female,43,Married,Texas,0,Employees,Card,Silver,1726.25
152133,11/6/2019,Male,19,Married,Rhode Island,1,Unemployment,Other,Basic,536.85
152134,11/7/2019,Female,52,Married,Mississippi,1,Employees,PayPal,Gold,2809.83
152135,11/7/2019,Male,62,Married,Hawaii,0,self-employed,PayPal,Platinum,5082.81
152136,11/8/2019,Male,55,Single,Louisiana,0,self-employed,Other,Missing,892.81
152137,11/8/2019,Female,69,Single,Washington,1,Employees,PayPal,Basic,313.56
152138,11/9/2019,Female,61,Married,Georgia,0,Employees,PayPal,Gold,296.68
152139,11/9/2019,Male,60,Single,Utah,0,Employees,Card,Basic,1488.16
152140,11/9/2019,Male,62,Married,Iowa,0,Unemployment,PayPal,Basic,1712.63
152141,11/9/2019,Female,37,Married,Rhode Island,1,workers,PayPal,Silver,2937.06
152142,11/10/2019,Male,28,Married,Illinois,1,Unemployment,PayPal,Missing,328.05
152143,11/10/2019,Male,67,Married,West Virginia,1,Employees,Card,Gold,1091.15
152144,11/11/2019,Female,42,Single,Tennessee,1,Employees,Card,Platinum,524.62
